,Date,P1,P2,Result,Score,Set1,Set2,Set3,Set4,Set5,Court_Type,Tournament
f25bc8fea10475d461731adf66a1eb79,03/10/2020,Cerundolo F. (Arg),Ajdukovic D. (Cro),1.0,2-1,6-7,6-4,6-3,,,clay,CHALLENGER MEN - SINGLES: Split (Croatia)
7f325783e2470023544b8c25b6bea268,02/10/2020,Cerundolo F. (Arg),Marterer M. (Ger),1.0,2-1,7-6,3-6,7-6,,,clay,CHALLENGER MEN - SINGLES: Split (Croatia)
13dfde5d9a6a3e05b5e2cd2b32b095dd,30/09/2020,Nakashima B. (Usa),Cerundolo F. (Arg),-1.0,0-2,3-6,1-6,,,,clay,CHALLENGER MEN - SINGLES: Split (Croatia)
556c3a72a5311ceb909bddd2019e9338,29/09/2020,Escobedo E. (Usa),Cerundolo F. (Arg),-1.0,1-2,7-5,6-7,3-6,,,clay,CHALLENGER MEN - SINGLES: Split (Croatia)
08a93666d117d845fd7706da64b93f1d,25/09/2020,Cerundolo F. (Arg),Etcheverry T. M. (Arg),-1.0,0-2,3-6,0-6,,,,clay,CHALLENGER MEN - SINGLES: Sibiu (Romania)
0b324b9779e534653cd870a55fd856d5,24/09/2020,Jaziri M. (Tun),Cerundolo F. (Arg),-1.0,0-2,2-6,1-6,,,,clay,CHALLENGER MEN - SINGLES: Sibiu (Romania)
618073ae9df390a315b483435f18788d,23/09/2020,Cervantes I. (Esp),Cerundolo F. (Arg),-1.0,1-2,7-6,3-6,4-6,,,clay,CHALLENGER MEN - SINGLES: Sibiu (Romania)
2465f38a13ef131b9ca167abd6970a08,21/09/2020,Perchicot M. (Fra),Cerundolo F. (Arg),-1.0,0-2,4-6,3-6,,,,clay,CHALLENGER MEN - SINGLES: Sibiu (Romania)
8d0d8966e818909321261c83014168fe,17/09/2020,Cerundolo F. (Arg),Meligeni Rodrigues Alves F. (Bra),-1.0,1-2,3-6,7-6,3-6,,,clay,CHALLENGER MEN - SINGLES: Iasi (Romania)
69cc75f4f51261cd4e6d56efa23040a3,15/09/2020,De Greef A. (Bel),Cerundolo F. (Arg),-1.0,0-2,1-6,4-6,,,,clay,CHALLENGER MEN - SINGLES: Iasi (Romania)
d5c55cad702fa18d241baf7ccc932a2c,01/09/2020,Janvier M. (Fra),Cerundolo F. (Arg),-1.0,0-2,4-6,4-6,,,,clay,CHALLENGER MEN - SINGLES: Cordenons (Italy)
c0e25b3e91a5fc5421a9c56ae56f480f,23/08/2020,Cerundolo F. (Arg),Machac T. (Cze),-1.0,1-2,2-6,6-4,0-6,,,clay,CHALLENGER MEN - SINGLES: Prague 2 (Czech Republic)
c3f2b575cef92766f1e56e2d5552b588,19/08/2020,Cerundolo F. (Arg),Simon T. (Ger),-1.0,0-2,3-6,6-7,,,,clay,ITF MEN - SINGLES: M25 Vogau (Austria)
d464cc8c08007b3d21c290360488650e,07/03/2020,Cerundolo F. (Arg),Diaz Acosta F. (Arg),-1.0,0-2,6-7,1-6,,,,clay,ITF MEN - SINGLES: M25 Hurlingham (Argentina)
0ebc70e5b7069f3f226dd3d5b9bdd9e3,06/03/2020,Cerundolo F. (Arg),Lama G. (Chi),1.0,2-0,6-0,7-6,,,,clay,ITF MEN - SINGLES: M25 Hurlingham (Argentina)
5dca3cc89c8ac9850a3bc47aa9962bb1,05/03/2020,Cerundolo F. (Arg),Besada S. (Arg),1.0,2-0,6-1,6-3,,,,clay,ITF MEN - SINGLES: M25 Hurlingham (Argentina)
9168068de865eba938e1247c472f875a,04/03/2020,Cerundolo F. (Arg),Tirante T. A. (Arg),1.0,2-0,7-6,7-5,,,,clay,ITF MEN - SINGLES: M25 Hurlingham (Argentina)
e5191dbde3641d873cd318f0a90fc9c1,21/02/2020,Cerundolo F. (Arg),Rodriguez Taverna S. (Arg),-1.0,0-0,2-5,,,,,clay,ITF MEN - SINGLES: M25 Punta del Este (Uruguay)
1aca4cafb12c70ae99fec5163bfa52cc,20/02/2020,Cerundolo F. (Arg),Ugo Carabelli C. (Arg),-1.0,0-0,5-2,,,,,clay,ITF MEN - SINGLES: M25 Punta del Este (Uruguay)
b4b46fde25f6043b5031470cd1df040e,19/02/2020,Cerundolo F. (Arg),Zeballos F. (Bol),1.0,2-0,6-3,6-4,,,,clay,ITF MEN - SINGLES: M25 Punta del Este (Uruguay)
a7bc3aede3391d249657ef6d845b146c,18/02/2020,Cerundolo F. (Arg),Dutra Da Silva D. (Bra),1.0,2-0,7-6,6-4,,,,clay,ITF MEN - SINGLES: M25 Punta del Este (Uruguay)
dcb2439d0105e48ac74bacec14ae3032,29/01/2020,Cerundolo F. (Arg),Luz O. (Bra),1.0,2-0,6-3,6-3,,,,clay,CHALLENGER MEN - SINGLES: Punta Del Este (Uruguay)
c67532e9c1b56d1312992fd99bf0fa76,12/01/2020,Cerundolo F. (Arg),Ritschard A. (Usa),1.0,2-0,6-3,6-3,,,,hard,ITF MEN - SINGLES: M25 Los Angeles (USA)
0cbcb5352db8b43fad4016780f0ac9c3,11/01/2020,Cerundolo F. (Arg),Nava E. (Usa),1.0,2-0,6-4,6-2,,,,hard,ITF MEN - SINGLES: M25 Los Angeles (USA)
90b352a6977f7250eeb911d7899e4d04,10/01/2020,Cerundolo F. (Arg),Lindell Ch. (Swe),1.0,2-1,2-6,6-4,6-3,,,hard,ITF MEN - SINGLES: M25 Los Angeles (USA)
dd365235cd8fe7af868fb8ea18461911,09/01/2020,Cerundolo F. (Arg),Cukierman D. (Isr),1.0,2-0,6-4,6-2,,,,hard,ITF MEN - SINGLES: M25 Los Angeles (USA)
f6422acc176a299a320b87efb25af2ae,08/01/2020,Cerundolo F. (Arg),Rodriguez C. (Col),1.0,2-1,2-6,6-2,6-4,,,hard,ITF MEN - SINGLES: M25 Los Angeles (USA)
063ee4b49fa3a4c5c93fc2ee28328607,03/11/2020,Wolf J. (Usa),Kavcic B. (Slo),-1.0,0-1,3-6,0-2,,,,hard (indoor),CHALLENGER MEN - SINGLES: Parma 2 (Italy)
cdbe16238b7984ee3a25525c6641c56e,29/10/2020,Wolf J. (Usa),Safiullin R. (Rus),-1.0,0-2,6-7,4-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Hamburg (Germany)
1a016f57dfbf7ab22aebf0ef906d1025,27/10/2020,Wolf J. (Usa),Bachinger M. (Ger),1.0,2-0,6-4,6-3,,,,hard (indoor),CHALLENGER MEN - SINGLES: Hamburg (Germany)
1707f62b8145573b1f95a013c49646a6,11/10/2020,Wolf J. (Usa),Avidzba A. (Rus),1.0,2-1,3-6,7-5,6-1,,,hard (indoor),ATP - SINGLES: St. Petersburg (Russia) - Qualification
8c0daf706c444d0a829c182c4153d7c7,10/10/2020,Wolf J. (Usa),Vatutin A. (Rus),1.0,2-1,4-6,6-1,6-3,,,hard (indoor),ATP - SINGLES: St. Petersburg (Russia) - Qualification
1c208aaf21d3d39357474ca43956aa0b,21/09/2020,Wolf J. (Usa),Marcora R. (Ita),-1.0,0-2,4-6,3-6,,,,clay,ATP - SINGLES: French Open (France) - Qualification
1f47deca12db7b394ee93f00509c24b5,12/06/2020,Torpegaard M. (Den),Wolf J. (Usa),1.0,2-0,6-4,7-6,,,,hard,EXHIBITION - MEN: MatchPlay 120 (USA)
51c1d0631f5a5f277983b622c0f5523a,05/06/2020,Torpegaard M. (Den),Wolf J. (Usa),-1.0,0-2,3-6,2-6,,,,hard,EXHIBITION - MEN: MatchPlay 120 (USA)
ff28d24770781ac2f27e9d4608cb8225,29/05/2020,Wolf J. (Usa),Torpegaard M. (Den),1.0,2-0,7-5,6-4,,,,hard,EXHIBITION - MEN: MatchPlay 120 (USA)
afe8f3cc56ab3120a5629f8f21d09d1e,26/05/2020,Wolf J. (Usa),Torpegaard M. (Den),1.0,2-0,6-4,6-2,,,,hard,EXHIBITION - MEN: MatchPlay 120 (USA)
892133a5e56edb703319c15a08c34c1c,01/03/2020,Istomin D. (Uzb),Wolf J. (Usa),-1.0,0-2,4-6,2-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Columbus (USA)
b783089e4210a38a5e8347ee74ddd3d2,29/02/2020,Wolf J. (Usa),Torpegaard M. (Den),1.0,2-0,7-6,7-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Columbus (USA)
2be30b283278f6788be24a8fd3ebb1e2,27/02/2020,Wolf J. (Usa),Quiroz R. (Ecu),1.0,2-1,6-2,4-6,6-2,,,hard (indoor),CHALLENGER MEN - SINGLES: Columbus (USA)
47686896222113a16c962bfe310fe1c8,25/02/2020,Wolf J. (Usa),Ward J. (Gbr),1.0,2-1,6-7,6-3,6-4,,,hard (indoor),CHALLENGER MEN - SINGLES: Columbus (USA)
3692eec7b372759819d567fa179550e8,14/02/2020,Wolf J. (Usa),Bellucci T. (Bra),-1.0,0-2,3-6,4-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Cleveland (USA)
6dc1265a049c664b6a7cbb1ae31586e5,13/02/2020,Wolf J. (Usa),Rodionov J. (Aut),1.0,2-1,4-6,6-3,7-5,,,hard (indoor),CHALLENGER MEN - SINGLES: Cleveland (USA)
6cfbdc3e0a77087e485ffb25aac5f52d,07/02/2020,Wolf J. (Usa),Gomez E. (Ecu),-1.0,0-2,6-70,6-7,,,,hard (indoor),CHALLENGER MEN - SINGLES: Dallas (USA)
6d0b5bc9677cba19f2e612329754761f,06/02/2020,Watanuki Y. (Jpn),Wolf J. (Usa),-1.0,0-2,4-6,5-7,,,,hard (indoor),CHALLENGER MEN - SINGLES: Dallas (USA)
b859d79d9d0e1eeaca0ed5140bb3fb49,04/02/2020,Escobedo E. (Usa),Wolf J. (Usa),-1.0,0-2,6-7,3-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Dallas (USA)
94d09d6a13950345aab6822bab336bde,17/01/2020,Trungelliti M. (Arg),Wolf J. (Usa),1.0,2-1,0-6,7-6,7-5,,,hard,ATP - SINGLES: Australian Open (Australia) - Qualification
8bba56e8bb079291fddf23ed204d5bcb,16/01/2020,Kolar Z. (Cze),Wolf J. (Usa),-1.0,0-2,4-6,2-6,,,,hard,ATP - SINGLES: Australian Open (Australia) - Qualification
21dffb1a95fa9f640e6f25cdb1c30e00,11/01/2020,Viola M. (Ita),Wolf J. (Usa),-1.0,0-2,2-6,2-6,,,,hard,CHALLENGER MEN - SINGLES: Noumea (New Caledonia)
4d73144b3be91b71c2f9944e096230a4,10/01/2020,Kavcic B. (Slo),Wolf J. (Usa),-1.0,0-2,3-6,4-6,,,,hard,CHALLENGER MEN - SINGLES: Noumea (New Caledonia)
e2a1fe20d182fa1c06ce1f6588a126e5,09/01/2020,Muller A. (Fra),Wolf J. (Usa),-1.0,0-2,1-6,3-6,,,,hard,CHALLENGER MEN - SINGLES: Noumea (New Caledonia)
6d912849bdfda11c4378ac4f904fac6c,06/01/2020,Wolf J. (Usa),Mena F. (Arg),1.0,2-0,6-2,6-2,,,,hard,CHALLENGER MEN - SINGLES: Noumea (New Caledonia)
29a178fb1ba4d22a9ac65d60988cdc69,27/02/2021,Luz O. (Bra),Altmaier D. (Ger),-1.0,1-2,4-6,7-5,2-6,,,clay,ATP - SINGLES: Buenos Aires (Argentina) - Qualification
cb541b05e79ddfff2d5c7d7983d95122,18/02/2021,Altmaier D. (Ger),Klein L. (Svk),1.0,2-1,1-6,6-3,6-3,,,clay,CHALLENGER MEN - SINGLES: Concepcion (Chile)
eab399e6b2d6b7c9d4b889c61538fbcd,16/02/2021,Altmaier D. (Ger),Cerundolo J. M. (Arg),1.0,2-1,4-6,6-2,6-1,,,clay,CHALLENGER MEN - SINGLES: Concepcion (Chile)
3b26e82fdc93262df4abbd51276cd537,02/02/2021,Altmaier D. (Ger),Giannessi A. (Ita),-1.0,0-2,6-7,2-6,,,,clay,CHALLENGER MEN - SINGLES: Antalya 2 (Turkey)
46d08728e12cb7b29f18bbe901e3c99c,28/01/2021,Lorenzi P. (Ita),Altmaier D. (Ger),1.0,2-0,6-4,6-2,,,,clay,CHALLENGER MEN - SINGLES: Antalya (Turkey)
b8ac6c000d98912b94f8f69c23e8a3a9,28/10/2020,Marchenko I. (Ukr),Altmaier D. (Ger),1.0,1-0,6-4,3-2,,,,hard (indoor),CHALLENGER MEN - SINGLES: Hamburg (Germany)
9afd2fb80806111cbc50c1158af78a03,24/09/2020,Bemelmans R. (Bel),Altmaier D. (Ger),-1.0,1-2,3-6,6-1,3-6,,,clay,ATP - SINGLES: French Open (France) - Qualification
c3b172b3b3d12026bf315efb6d4ffc2c,23/09/2020,Moriya H. (Jpn),Altmaier D. (Ger),-1.0,0-2,1-6,2-6,,,,clay,ATP - SINGLES: French Open (France) - Qualification
64bffa6274e294522e77723fef1e4a41,21/09/2020,Altmaier D. (Ger),Griekspoor T. (Ned),1.0,2-0,6-1,6-3,,,,clay,ATP - SINGLES: French Open (France) - Qualification
2ef60f5a1b4a5d658d6d04be6a869f6f,12/09/2020,Otte O. (Ger),Altmaier D. (Ger),-1.0,0-0,5-4,,,,,clay,CHALLENGER MEN - SINGLES: Aix en Provence (France)
04e34db6c78513c9bf4927c6c24b6bb7,03/09/2020,Altmaier D. (Ger),Darderi L. (Ita),1.0,2-0,6-4,6-2,,,,clay,CHALLENGER MEN - SINGLES: Cordenons (Italy)
de7704754d5c2f864aa683544496e5f2,01/09/2020,Robredo T. (Esp),Altmaier D. (Ger),-1.0,1-2,1-6,6-3,6-7,,,clay,CHALLENGER MEN - SINGLES: Cordenons (Italy)
f625ce3509e25f10116aa0ee313eeef9,19/08/2020,Altmaier D. (Ger),Moroni M. (Ita),-1.0,1-2,6-3,4-6,4-6,,,clay,CHALLENGER MEN - SINGLES: Todi (Italy)
a7f11fd496368c319407fba3a15d3ec6,17/08/2020,Giustino L. (Ita),Altmaier D. (Ger),-1.0,1-2,6-3,3-6,2-6,,,clay,CHALLENGER MEN - SINGLES: Todi (Italy)
c925e639fa7edfe10884723866649cfb,27/06/2020,Altmaier D. (Ger),Negritu Ch. (Ger),1.0,2-0,6-4,7-5,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany) - Second stage - Play Offs
9a36636559b30cfbbcc9204cd0fb25ea,26/06/2020,Altmaier D. (Ger),Negritu Ch. (Ger),1.0,2-0,7-6,6-1,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
1be21a6ed56da4f3896410c0e6963053,24/06/2020,Altmaier D. (Ger),Rosenkranz M. (Ger),1.0,2-1,2-6,6-4,6-4,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
f2c39c4d2caa59f8f4d177d6f8f3ac33,13/06/2020,Marterer M. (Ger),Altmaier D. (Ger),-1.0,0-2,3-6,0-6,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
2c3f9c3c306f80c524835ec7d0cfbb2e,12/06/2020,Altmaier D. (Ger),Guttau N. (Ger),1.0,2-1,6-3,4-6,6-3,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
13dbe1c677ee45fb34cd5d59bfbcaa38,11/06/2020,Altmaier D. (Ger),Gerch L. (Ger),1.0,2-0,6-2,7-6,,,,clay,EXHIBITION - MEN: DTB German Pro Series (Germany)
8b0beeeab77107fc09c93f09b32b9760,17/05/2020,Altmaier D. (Ger),Brown D. (Ger),-1.0,0-0,0-2,,,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
5d92fb12ee0e14b66acb52a968a25088,16/05/2020,Altmaier D. (Ger),Choinski J. (Gbr),-1.0,0-2,0-4,3-4,,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
09e839ef74a2924b338d53fed808d7f4,16/05/2020,Altmaier D. (Ger),Puetz T. (Ger),-1.0,0-2,3-4,1-4,,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
09246933920564e986a210c2b5964d8b,15/05/2020,Altmaier D. (Ger),Haerteis J. (Ger),1.0,2-0,4-0,4-0,,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
0c2328093ed0c0a43a73a90f3556824c,15/05/2020,Altmaier D. (Ger),Born Y. S. (Ger),1.0,2-0,4-2,4-2,,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
4f6114353a84d588b01da7576ffff811,14/05/2020,Altmaier D. (Ger),Naw H. (Syr),1.0,2-0,4-0,4-2,,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
eee753aa93108a84504f7b545c30260e,14/05/2020,Altmaier D. (Ger),Brown D. (Ger),-1.0,1-2,1-4,4-2,2-4,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
91f927fe22324d03b842a80f5fa06bd7,10/05/2020,Choinski J. (Gbr),Altmaier D. (Ger),-1.0,0-2,0-4,2-4,,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
1a6e0aedcc8ece623c5e57a0f59787a0,09/05/2020,Brown D. (Ger),Altmaier D. (Ger),-1.0,1-2,1-4,4-0,2-4,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
54a06532c353b667fe783111deca75e6,09/05/2020,Altmaier D. (Ger),Puetz T. (Ger),1.0,2-0,4-3,4-2,,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
b8b9bd557e5edc04765b96cb8b36269e,08/05/2020,Altmaier D. (Ger),Born Y. S. (Ger),1.0,2-0,4-3,4-3,,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
9aee44a50750e05ad2e2dd034682e76c,08/05/2020,Altmaier D. (Ger),Werner J. (Ger),1.0,2-0,4-1,4-2,,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
a6c39b728552af1a40be0e1a40ebdfcf,07/05/2020,Altmaier D. (Ger),Hassan B. (Ger),1.0,2-0,4-3,4-0,,,,clay (indoor),EXHIBITION - MEN: Tennis Point Exhibition Series (Germany)
6970fb8be0a0f431e5a6d148533a5db1,03/03/2020,Altmaier D. (Ger),Bourchier H. (Aus),-1.0,1-2,6-2,4-6,2-6,,,hard,CHALLENGER MEN - SINGLES: Monterrey (Mexico)
1e0c6c99331a65e59d44a323fc03f874,24/02/2020,Altmaier D. (Ger),Jung J. (Tpe),-1.0,0-2,1-6,3-6,,,,hard,ATP - SINGLES: Acapulco (Mexico) - Qualification
c4a0bf17e35647419ffcbcc2f2ecc233,23/02/2020,Altmaier D. (Ger),Harrison R. (Usa),1.0,2-0,6-2,6-3,,,,hard,ATP - SINGLES: Acapulco (Mexico) - Qualification
a14218f8ae954aed17b5a4482152a447,21/02/2020,Altmaier D. (Ger),Clezar G. (Bra),-1.0,1-2,6-3,6-7,4-6,,,hard,CHALLENGER MEN - SINGLES: Morelos (Mexico)
01d5f12986deba7b56647093add2e676,20/02/2020,Altmaier D. (Ger),Mansouri S. (Tun),-1.0,0-0,6-5,,,,,hard,CHALLENGER MEN - SINGLES: Morelos (Mexico)
bd1655748e87dbf3900093e339a87685,18/02/2020,Altmaier D. (Ger),Rodriguez C. (Col),1.0,2-0,6-4,7-6,,,,hard,CHALLENGER MEN - SINGLES: Morelos (Mexico)
95b2cd2c7b8faeafb1a0c6e8f66d573b,08/02/2020,Altmaier D. (Ger),Bolt A. (Aus),-1.0,0-2,1-6,4-6,,,,hard,CHALLENGER MEN - SINGLES: Launceston (Australia)
a9aa3613316a349e6b92d77a677f9c81,07/02/2020,Gojo B. (Cro),Altmaier D. (Ger),-1.0,0-2,5-7,4-6,,,,hard,CHALLENGER MEN - SINGLES: Launceston (Australia)
e1a65010e13dd40a4a012c65ac191539,06/02/2020,Altmaier D. (Ger),Descotte M. F. (Arg),1.0,2-0,7-5,6-1,,,,hard,CHALLENGER MEN - SINGLES: Launceston (Australia)
d104915cd384ae36d41ae3526e9e6632,04/02/2020,Galovic V. (Cro),Altmaier D. (Ger),-1.0,0-2,4-6,3-6,,,,hard,CHALLENGER MEN - SINGLES: Launceston (Australia)
d6dabe59ae0f38661a79c38cf7497dbe,03/02/2020,Klein B. (Gbr),Altmaier D. (Ger),-1.0,0-2,5-7,6-7,,,,hard,CHALLENGER MEN - SINGLES: Launceston (Australia)
3125208ec0483a616b54dbcba378ceab,30/01/2020,Altmaier D. (Ger),Clarke J. (Gbr),-1.0,1-2,1-6,7-6,4-6,,,hard,CHALLENGER MEN - SINGLES: Burnie (Australia)
3e89adb7796d08a4c4a91a07e9b23880,29/01/2020,Harris A. (Aus),Altmaier D. (Ger),-1.0,0-2,3-6,4-6,,,,hard,CHALLENGER MEN - SINGLES: Burnie (Australia)
45fc95c655fb10c02c64aca75e723716,28/01/2020,Altmaier D. (Ger),Crnokrak A. (Aus),1.0,2-1,5-7,6-4,6-4,,,hard,CHALLENGER MEN - SINGLES: Burnie (Australia)
bd183d57e19f7302f49af0588fce08b1,24/01/2020,Popko D. (Kaz),Altmaier D. (Ger),1.0,2-0,6-0,6-4,,,,hard,CHALLENGER MEN - SINGLES: Bangkok 2 (Thailand)
1c94bc8173e0ba9cece88dc452872823,23/01/2020,Karlovskiy E. (Rus),Altmaier D. (Ger),-1.0,1-2,5-7,6-4,3-6,,,hard,CHALLENGER MEN - SINGLES: Bangkok 2 (Thailand)
c7b8ea14634764f41c347a36904e0090,21/01/2020,Altmaier D. (Ger),Klizan M. (Svk),1.0,2-0,6-3,6-3,,,,hard,CHALLENGER MEN - SINGLES: Bangkok 2 (Thailand)
4fe02d1f0fa713eef917e5d942103e4f,20/01/2020,Altmaier D. (Ger),Jaziri M. (Tun),1.0,2-0,6-2,6-1,,,,hard,CHALLENGER MEN - SINGLES: Bangkok 2 (Thailand)
860621a35e7a99a07a854ec666345437,14/01/2020,Basic M. (Bih),Altmaier D. (Ger),1.0,2-0,7-6,7-5,,,,hard,CHALLENGER MEN - SINGLES: Bangkok (Thailand)
5b00622871f80aca6c3d6b69f235af36,11/01/2020,Altmaier D. (Ger),Blanch U. (Usa),-1.0,0-2,3-6,4-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Ann Arbor (USA)
b7441485ddff85626ab4e76581edf047,10/01/2020,Altmaier D. (Ger),Leshem E. (Isr),1.0,2-0,7-6,7-5,,,,hard (indoor),CHALLENGER MEN - SINGLES: Ann Arbor (USA)
920b3e5c8890352f7712c607e971b4ff,10/01/2020,Kovacevic A. (Usa),Altmaier D. (Ger),-1.0,1-2,7-5,6-7,3-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Ann Arbor (USA)
461b105b98bba19c8bee7d4d6ab86831,08/01/2020,Avidzba A. (Rus),Altmaier D. (Ger),-1.0,1-2,4-6,7-6,3-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Ann Arbor (USA)
220b8ca760fff8179a7d7ba4b1df1bd7,27/02/2021,Gunneswaran P. (Ind),Rodionov J. (Aut),-1.0,1-2,2-6,6-3,3-6,,,hard,CHALLENGER MEN - SINGLES: Nur-Sultan (Kazakhstan)
281d8469f58d4ad034cb07d6e81186cb,26/02/2021,Klizan M. (Svk),Gunneswaran P. (Ind),-1.0,1-2,3-6,6-4,4-6,,,hard,CHALLENGER MEN - SINGLES: Nur-Sultan (Kazakhstan)
117619f1002dc8f0c2b5bdaf6a1b24b8,25/02/2021,Schnur B. (Can),Gunneswaran P. (Ind),-1.0,1-2,6-3,3-6,0-6,,,hard,CHALLENGER MEN - SINGLES: Nur-Sultan (Kazakhstan)
460c292468c945bf765946dc3916b5a1,24/02/2021,Tashbulatov D. (Kaz),Gunneswaran P. (Ind),-1.0,0-2,2-6,3-6,,,,hard,CHALLENGER MEN - SINGLES: Nur-Sultan (Kazakhstan)
2e856980747f5ba06084ed1a02162899,15/02/2021,Gunneswaran P. (Ind),Santillan A. (Aus),-1.0,1-2,3-6,6-3,5-7,,,hard,CHALLENGER MEN - SINGLES: Potchefstroom 2 (South Africa)
508eb7fdc951663d8cdf2c8a0c32e63d,09/02/2021,Gunneswaran P. (Ind),Kuzmanov D. (Bul),-1.0,0-2,3-6,4-6,,,,hard,CHALLENGER MEN - SINGLES: Potchefstroom 2 (South Africa)
2def6cfa20a755662ddbc8e34e1edd14,12/01/2021,Gunneswaran P. (Ind),Lestienne C. (Fra),-1.0,0-2,2-6,3-6,,,,hard,ATP - SINGLES: Australian Open (Australia) - Qualification
49b9279d4531fdde65692bf0bf69f8e1,11/01/2021,Gunneswaran P. (Ind),Schnur B. (Can),1.0,2-1,6-4,4-6,6-2,,,hard,ATP - SINGLES: Australian Open (Australia) - Qualification
86459fa83ae1b7253616be1eb36457ee,22/11/2020,Nakashima B. (Usa),Gunneswaran P. (Ind),1.0,2-0,6-3,6-4,,,,hard,CHALLENGER MEN - SINGLES: Orlando (USA)
64d034c1110d367c35f997ccf2129e5f,21/11/2020,Gunneswaran P. (Ind),Eubanks C. (Usa),1.0,2-0,6-4,7-6,,,,hard,CHALLENGER MEN - SINGLES: Orlando (USA)
d82e5b392ea41a3457bb57270e209c27,20/11/2020,Popko D. (Kaz),Gunneswaran P. (Ind),-1.0,0-2,0-6,3-6,,,,hard,CHALLENGER MEN - SINGLES: Orlando (USA)
a54076c884a330b7fc4d5e12e8296ba7,18/11/2020,Wu Tung-Lin (Tpe),Gunneswaran P. (Ind),-1.0,1-1,7-5,5-7,0-2,,,hard,CHALLENGER MEN - SINGLES: Orlando (USA)
dd31bdc81da99270aefb5221e05fc119,17/11/2020,Doumbia S. (Fra),Gunneswaran P. (Ind),-1.0,0-2,3-6,5-7,,,,hard,CHALLENGER MEN - SINGLES: Orlando (USA)
6dfac0eadb5b746dc78557761fd897b1,14/11/2020,Torpegaard M. (Den),Gunneswaran P. (Ind),0,---,,,,,,hard,CHALLENGER MEN - SINGLES: Cary (USA)
eefa44a81ca3acbd34648d0d2c310448,13/11/2020,Gunneswaran P. (Ind),Bellucci T. (Bra),1.0,2-1,3-6,7-5,7-6,,,hard,CHALLENGER MEN - SINGLES: Cary (USA)
35f04f238c73bf0e8faa131bbb13572d,12/11/2020,Gunneswaran P. (Ind),Sock J. (Usa),1.0,2-1,6-7,6-2,7-6,,,hard,CHALLENGER MEN - SINGLES: Cary (USA)
7246ee195e3f2c85cb8bb61dddb21e8f,10/11/2020,Gunneswaran P. (Ind),Polansky P. (Can),1.0,2-0,6-2,6-2,,,,hard,CHALLENGER MEN - SINGLES: Cary (USA)
d5a51c7d4e640e7f84346c3e3a10123f,27/10/2020,Gunneswaran P. (Ind),Kamke T. (Ger),-1.0,1-2,6-3,4-6,1-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Hamburg (Germany)
8a3d3f5396a005d8bf5411555b173102,24/10/2020,Gunneswaran P. (Ind),Van De Zandschulp B. (Ned),-1.0,0-2,6-7,1-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Ismaning (Germany)
07f6befbe76d4067e986a607f5db232d,23/10/2020,Gunneswaran P. (Ind),Masur D. (Ger),1.0,2-1,7-5,6-71,6-3,,,hard (indoor),CHALLENGER MEN - SINGLES: Ismaning (Germany)
034fb7beb14b7256907803b93c34e0d7,21/10/2020,Gunneswaran P. (Ind),Lacko L. (Svk),1.0,2-1,6-4,5-7,6-4,,,hard (indoor),CHALLENGER MEN - SINGLES: Ismaning (Germany)
a18321b82e9fd767e042d3016a5b06b7,19/10/2020,Gunneswaran P. (Ind),Etcheverry T. M. (Arg),1.0,2-1,6-4,3-6,7-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Ismaning (Germany)
9cf2ab646615b28fe0e62a8f737b7b39,05/10/2020,Gunneswaran P. (Ind),Lorenzi P. (Ita),-1.0,0-2,6-7,2-6,,,,clay,CHALLENGER MEN - SINGLES: Parma (Italy)
